locus_tag,5GB1_FM40_T0m_TR2,5GB1_FM40_T10m_TR3,5GB1_FM40_T20m_TR2,5GB1_FM40_T40m_TR1,5GB1_FM40_T60m_TR1,5GB1_FM40_T90m_TR2,5GB1_FM40_T150m_TR1_remake,5GB1_FM40_T180m_TR1
MBURv2_100001,24.03738147344285,19.388719814775147,19.472578078936138,20.618024373001745,22.190692842614578,20.18992926761247,23.79319871191077,21.19732869574119
MBURv2_100002,7.344755450218649,6.717351746851232,3.7004367645021503,5.487054873460143,3.996920114342275,5.438919721071115,4.915026963962789,4.6344470191931055
MBURv2_100003,5.293517441599026,3.8125509914561047,8.308672984744952,2.372780485820602,3.703709758463884,2.9399566059843862,5.977735496711499,0.9394149363229268
MBURv2_10001,14.858355853315889,21.88930138198074,17.962332305143065,17.02879098660044,13.19180530349421,11.878100540270252,11.058810668916275,7.491024276712994
MBURv2_10002,89.5722475020918,87.55720552792296,79.06370858903135,99.52382287724258,76.7881204233245,104.2459613205297,95.14390558257277,105.92308327272174
MBURv2_10003,113.06842973642155,88.41714236792934,98.55970997760535,86.78691791522792,104.39574679603513,100.54447428813408,111.38679857080669,95.22340359748334
MBURv2_10004,25.648352365842904,24.401808386520802,24.747033935289103,26.128832730762582,25.86927887416866,27.13293284888084,25.87912156535509,21.871752514049096
MBURv2_10005,22.297301669809784,20.984784795948478,19.619607511727864,18.773890228202468,21.28230190753679,23.224037376474456,22.635527071638545,23.84250635907197
MBURv2_10006,36.39605850397063,26.023126452368555,22.323652437578083,44.06925961361689,24.09841598748548,39.400048373113584,36.04998123567982,41.60054804630032
MBURv2_10007,20.14334015073516,14.745406273575876,11.247106113496217,24.267950009449734,11.512615428070664,21.22505257003362,18.40138143825093,22.8896468630879
MBURv2_10008,11.580831481906971,9.197463904067423,8.748884238856478,12.469220066664192,8.946006484028057,11.460757268742041,10.476239353024226,10.181261333036625
MBURv2_10009,14.828528353753741,13.508869837910602,11.664322633070356,15.024490946887708,13.869438882575718,16.614155404533744,14.931138694940586,14.747629118646831
MBURv2_10010,9.57293968792543,6.566400022202889,9.115164026647474,6.90505781828692,9.366779080160066,8.046341909449776,7.165446613192941,6.73687172031582
MBURv2_10011,4.470720708828743,4.264058065392522,4.801904563969346,4.421452912527304,4.038296098962796,4.992245154606337,4.530372679826571,3.7528945970639827
MBURv2_10012,3.4879203964508654,5.521111024809232,3.9772871441435127,3.9085870331496904,4.223751197152306,4.221992477543788,6.46359710329353,2.8568509022423254
MBURv2_10013,5.0185065131529925,5.245979422977905,4.566663100970414,5.0197675673900894,4.319043464151404,5.252161228107597,5.502673363707689,4.950706233779173
MBURv2_10014,20.454360005863432,19.0600719516567,20.275981665290296,17.83968579548618,17.101530116256885,16.96871505752893,16.306752020832207,15.83816561362176
MBURv2_10015,26.36012482384237,19.849016815883715,20.6745050000525,19.307832186310872,20.091929253621746,19.220242623334013,17.46128000355201,14.37375485276057
MBURv2_10016,23.17005327594749,17.866770625645547,19.54394040569732,17.19654310857612,17.188522435757648,18.31663686133915,17.82330654199908,19.170843984033336
MBURv2_10017,48.9026604923263,36.45339928864491,35.572057481397444,34.66979894568447,37.67797305239852,33.48804074544848,26.343918408755968,32.54444483223184
MBURv2_10018,23.737398049257372,25.08054701134128,27.753275733766124,31.490923621597336,26.749574057166463,34.97855980036677,22.317962110820158,31.074722880051596
